"time","latitude","longitude","depth","mag","magType","nst","gap","dmin","rms","net","id","updated","place","type","horizontalError","depthError","magError","magNst","status","locationSource","magSource","strTime","Month","Day","Year","DailyS","CumulativeS"
2022-02-13 16:10:37,-21.4266,168.635,10,4.3,"mb",NA,188,2.135,0.29,"us","us7000glq6",2022-04-30 14:18:07,"79 km E of Tadine, New Caledonia","earthquake",5,1.9,0.169,11,"reviewed","us","us","02/13/22 16:10:37",2,13,2022,58237,3773437
2022-02-13 14:48:02,-21.0579,173.5367,10,5.4,"mww",NA,106,5.387,0.68,"us","us7000gkjc",2022-04-30 14:18:07,"Vanuatu region","earthquake",4.5,1.8,0.059,28,"reviewed","us","us","02/13/22 14:48:02",2,13,2022,53282,3768482
2022-02-12 04:33:04,-9.8502,160.2303,33.54,5,"mb",NA,41,0.494,0.76,"us","us7000gk7u",2022-04-30 14:18:01,"55 km SSE of Honiara, Solomon Islands","earthquake",6.9,2.2,0.072,69,"reviewed","us","us","02/12/22 04:33:04",2,12,2022,16384,3645184
2022-02-11 23:47:45,-15.0457,168.1109,10,4.9,"mb",NA,56,0.962,0.78,"us","us7000gk5j",2022-04-19 17:40:13,"111 km E of Port-Olry, Vanuatu","earthquake",4.6,1.8,0.066,71,"reviewed","us","us","02/11/22 23:47:45",2,11,2022,85665,3628065
2022-02-11 14:09:35,-11.3264,163.5602,10,4.6,"mb",NA,60,4.018,0.67,"us","us7000gjzj",2022-04-19 17:39:55,"203 km ESE of Kirakira, Solomon Islands","earthquake",9.4,1.9,0.095,33,"reviewed","us","us","02/11/22 14:09:35",2,11,2022,50975,3593375
2022-02-11 09:25:43,-13.8575,167.7113,10,4.4,"mb",NA,84,1.655,0.33,"us","us7000gldm",2022-04-19 17:40:27,"17 km E of Sola, Vanuatu","earthquake",11.4,1.9,0.155,12,"reviewed","us","us","02/11/22 09:25:43",2,11,2022,33943,3576343
2022-02-10 21:13:08,-11.0004,162.7411,10,4.4,"mb",NA,51,3.157,0.61,"us","us7000gl3h",2022-04-19 17:40:25,"108 km SE of Kirakira, Solomon Islands","earthquake",5.1,1.9,0.126,18,"reviewed","us","us","02/10/22 21:13:08",2,10,2022,76388,3532388
2022-02-10 17:02:13,-12.4358,167.0943,226.41,4.1,"mb",NA,151,2.995,0.63,"us","us7000gl37",2022-04-19 17:40:23,"166 km NNW of Sola, Vanuatu","earthquake",11.4,6.2,0.112,22,"reviewed","us","us","02/10/22 17:02:13",2,10,2022,61333,3517333
2022-02-10 06:58:31,-15.0594,167.6764,121.24,4,"mb",NA,150,0.597,0.44,"us","us7000gl2y",2022-04-19 17:40:22,"64 km E of Port-Olry, Vanuatu","earthquake",6,6.9,0.144,15,"reviewed","us","us","02/10/22 06:58:31",2,10,2022,25111,3481111
2022-02-09 14:33:38,-22.6608,171.071,10,4.2,"mb",NA,126,3.348,0.36,"us","us7000gku1",2022-04-19 17:40:17,"southeast of the Loyalty Islands","earthquake",9.5,1.9,0.215,6,"reviewed","us","us","02/09/22 14:33:38",2,9,2022,52418,3422018
2022-02-09 03:08:46,-16.074,167.1828,175.35,3.9,"mb",NA,135,0.623,0.4,"us","us7000gktd",2022-04-19 17:38:18,"22 km W of Norsup, Vanuatu","earthquake",11.5,11.4,0.149,12,"reviewed","us","us","02/09/22 03:08:46",2,9,2022,11326,3380926
2022-02-09 01:42:05,-19.4067,167.835,10,4.8,"mb",NA,168,2.953,0.66,"us","us7000gkta",2022-04-19 17:40:14,"152 km W of Isangel, Vanuatu","earthquake",4.6,1.9,0.16,12,"reviewed","us","us","02/09/22 01:42:05",2,9,2022,6125,3375725
2022-02-08 15:44:16,-13.847,174.7816,10,4.4,"mb",NA,70,6.835,0.51,"us","us7000gk2f",2022-04-19 17:40:09,"Fiji region","earthquake",11.2,1.9,0.11,27,"reviewed","us","us","02/08/22 15:44:16",2,8,2022,56656,3339856
2022-02-08 13:04:53,-13.8407,174.5615,10,4.6,"mb",NA,118,7.298,0.69,"us","us7000gk20",2022-04-19 17:40:05,"Fiji region","earthquake",9.4,1.9,0.183,13,"reviewed","us","us","02/08/22 13:04:53",2,8,2022,47093,3330293
2022-02-08 12:57:46,-13.743,174.5274,10,4.8,"mb",NA,40,5.229,0.6,"us","us7000gk2a",2022-04-19 17:40:07,"Fiji region","earthquake",4.7,1.8,0.087,42,"reviewed","us","us","02/08/22 12:57:46",2,8,2022,46666,3329866
2022-02-07 21:43:58,-10.0082,161.628,86.11,4,"mb",NA,170,1.75,0.82,"us","us7000gk15",2022-04-19 17:40:01,"58 km NNW of Kirakira, Solomon Islands","earthquake",7.7,11.9,0.196,7,"reviewed","us","us","02/07/22 21:43:58",2,7,2022,78238,3275038
2022-02-07 08:45:36,-13.5,174.4075,10,5.3,"mww",NA,71,5.49,0.32,"us","us7000gisx",2022-04-19 17:38:57,"Fiji region","earthquake",9.4,1.7,0.069,20,"reviewed","us","us","02/07/22 08:45:36",2,7,2022,31536,3228336
2022-02-07 07:10:24,-22.843,171.1424,10,4.4,"mb",NA,116,3.419,0.43,"us","us7000gk0d",2022-04-19 17:39:57,NA,"earthquake",10.4,1.9,0.106,28,"reviewed","us","us","02/07/22 07:10:24",2,7,2022,25824,3222624
2022-02-07 06:58:23,-22.8462,171.2993,10,4.3,"mb",NA,117,3.564,0.78,"us","us7000gk0b",2022-04-19 17:39:57,"southeast of the Loyalty Islands","earthquake",5.2,1.9,0.178,10,"reviewed","us","us","02/07/22 06:58:23",2,7,2022,25103,3221903
2022-02-05 22:20:24,-22.7419,171.8685,10,4.9,"mb",NA,113,4.086,0.6,"us","us7000gjpt",2022-04-19 17:39:36,"southeast of the Loyalty Islands","earthquake",9.6,1.3,0.089,39,"reviewed","us","us","02/05/22 22:20:24",2,5,2022,80424,3104424
2022-02-05 10:01:52,-12.2154,167.0314,244.52,4.4,"mb",NA,116,3.216,0.43,"us","us7000gjp6",2022-04-19 17:39:33,"192 km NNW of Sola, Vanuatu","earthquake",13.9,7,0.098,32,"reviewed","us","us","02/05/22 10:01:52",2,5,2022,36112,3060112
2022-02-05 04:27:31,-10.7418,164.5779,10,4.7,"mb",NA,133,4.739,0.43,"us","us7000gjp4",2022-04-19 17:39:32,"133 km W of Lata, Solomon Islands","earthquake",6.1,1.9,0.226,8,"reviewed","us","us","02/05/22 04:27:31",2,5,2022,16051,3040051
2022-02-04 21:16:00,-18.2427,168.2087,21.56,4.7,"mb",NA,75,2.942,0.28,"us","us7000gjm0",2022-04-15 17:57:28,"57 km S of Port-Vila, Vanuatu","earthquake",7.3,5.7,0.118,22,"reviewed","us","us","02/04/22 21:16:00",2,4,2022,76560,3014160
2022-02-04 15:59:20,-18.2751,167.7623,10,4.9,"mb",NA,76,2.862,0.87,"us","us7000ghzj",2022-04-15 17:57:21,"83 km SW of Port-Vila, Vanuatu","earthquake",7.4,1.9,0.089,40,"reviewed","us","us","02/04/22 15:59:20",2,4,2022,57560,2995160
2022-02-03 22:47:41,-14.9485,168.336,10,4.7,"mb",NA,52,1.2,1.27,"us","us7000gjdy",2022-04-15 17:57:27,"136 km E of Port-Olry, Vanuatu","earthquake",7.1,1.9,0.098,32,"reviewed","us","us","02/03/22 22:47:41",2,3,2022,82061,2933261
2022-02-01 15:39:26,-22.9539,171.3794,10,4.6,"mb",NA,117,3.645,0.62,"us","us7000givl",2022-04-15 17:57:24,"southeast of the Loyalty Islands","earthquake",7.3,1.9,0.173,13,"reviewed","us","us","02/01/22 15:39:26",2,1,2022,56366,2734766
2022-02-01 15:26:44,-23.244,171.2247,10,4.3,"mb",NA,156,3.539,0.33,"us","us7000giw4",2022-04-15 17:57:24,"southeast of the Loyalty Islands","earthquake",7.3,2,0.376,2,"reviewed","us","us","02/01/22 15:26:44",2,1,2022,55604,2734004
2022-02-01 11:41:35,-23.1103,170.5092,10,4.7,"mb",NA,79,2.867,0.57,"us","us7000ggxc",2022-04-15 17:57:10,NA,"earthquake",7.9,1.8,0.096,14,"reviewed","us","us","02/01/22 11:41:35",2,1,2022,42095,2720495
2022-01-31 19:47:20,-16.2127,168.3546,187.45,4.4,"mb",NA,236,1.344,0.72,"us","us7000gi0g",2022-04-15 17:57:22,"101 km E of Lakatoro, Vanuatu","earthquake",16,13.6,0.179,9,"reviewed","us","us","01/31/22 19:47:20",1,31,2022,71240,2663240
2022-01-30 08:03:19,-15.4728,167.5833,94.32,4.2,"mb",NA,217,0.367,0.77,"us","us7000ghyf",2022-04-15 17:57:20,"45 km E of Luganville, Vanuatu","earthquake",13.4,6.2,0.152,13,"reviewed","us","us","01/30/22 08:03:19",1,30,2022,28999,2534599
2022-01-30 08:00:22,-18.5511,170.7613,199.12,4.1,"mb",NA,265,4.595,0.37,"us","us7000ghye",2022-04-15 17:57:20,"190 km NE of Isangel, Vanuatu","earthquake",7.8,13.1,0.166,11,"reviewed","us","us","01/30/22 08:00:22",1,30,2022,28822,2534422
2022-01-28 19:59:22,-11.3687,166.8007,217.37,4.3,"mb",NA,71,4.072,0.78,"us","us7000ghnu",2022-04-09 20:19:16,"130 km ESE of Lata, Solomon Islands","earthquake",10.8,7.5,0.088,44,"reviewed","us","us","01/28/22 19:59:22",1,28,2022,71962,2404762
2022-01-28 13:51:51,-16.4218,173.5379,10,4.4,"mb",NA,84,4.513,0.82,"us","us7000ghnn",2022-04-09 20:19:15,"Fiji region","earthquake",14.7,1.9,0.144,14,"reviewed","us","us","01/28/22 13:51:51",1,28,2022,49911,2382711
2022-01-28 09:29:01,-16.6408,173.7382,10,4.5,"mb",NA,75,4.267,0.32,"us","us7000ghng",2022-04-09 20:19:14,"Fiji region","earthquake",9.1,1.9,0.151,13,"reviewed","us","us","01/28/22 09:29:01",1,28,2022,34141,2366941
2022-01-28 08:53:38,-16.5578,173.4551,10,4.5,"mb",NA,90,4.551,0.94,"us","us7000ghnf",2022-04-09 20:19:13,"Fiji region","earthquake",12.8,1.9,0.157,14,"reviewed","us","us","01/28/22 08:53:38",1,28,2022,32018,2364818
2022-01-26 11:11:41,-19.2384,168.5609,57.45,4.9,"mb",NA,79,3.446,0.77,"us","us7000gf8i",2022-04-09 20:19:07,"82 km WNW of Isangel, Vanuatu","earthquake",8.2,7.3,0.083,46,"reviewed","us","us","01/26/22 11:11:41",1,26,2022,40301,2200301
2022-01-24 17:58:58,-11.6809,166.1795,73.25,4.5,"mb",NA,147,3.873,1.18,"us","us7000ggr7",2022-04-09 20:18:58,"113 km SSE of Lata, Solomon Islands","earthquake",7.9,8.1,0.151,13,"reviewed","us","us","01/24/22 17:58:58",1,24,2022,64738,2051938
2022-01-23 18:19:47,-18.436,176.3294,10,4.7,"mb",NA,71,1.777,1.07,"us","us7000ggni",2022-04-09 20:18:55,"134 km WSW of Nadi, Fiji","earthquake",5.9,1.8,0.092,36,"reviewed","us","us","01/23/22 18:19:47",1,23,2022,65987,1966787
2022-01-22 21:48:27,-18.9623,169.3975,240.84,5.1,"mb",NA,28,4.065,0.67,"us","us7000ge9z",2022-04-09 20:18:51,"65 km N of Isangel, Vanuatu","earthquake",7.7,4.3,0.047,150,"reviewed","us","us","01/22/22 21:48:27",1,22,2022,78507,1892907
2022-01-21 09:28:14,-15.9693,168.295,168.17,4.4,"mb",NA,148,1.172,0.5,"us","us7000gfw2",2022-04-01 17:40:37,"95 km E of Lakatoro, Vanuatu","earthquake",7.4,5.1,0.11,24,"reviewed","us","us","01/21/22 09:28:14",1,21,2022,34094,1762094
2022-01-20 15:47:09,-14.9736,167.8512,10,4.4,"mb",NA,217,0.782,0.91,"us","us7000gfut",2022-04-01 17:40:36,"84 km E of Port-Olry, Vanuatu","earthquake",7.4,1.9,0.203,9,"reviewed","us","us","01/20/22 15:47:09",1,20,2022,56829,1698429
2022-01-20 10:58:09,-14.988,167.9446,10,5.4,"mww",NA,46,0.848,1.39,"us","us7000gdi9",2022-04-01 17:40:21,"93 km E of Port-Olry, Vanuatu","earthquake",6.1,1.7,0.08,15,"reviewed","us","us","01/20/22 10:58:09",1,20,2022,39489,1681089
2022-01-19 21:38:53,-14.9355,167.4095,145.92,4.4,"mb",NA,194,0.546,0.69,"us","us7000gfl6",2022-04-01 17:40:35,"38 km ENE of Port-Olry, Vanuatu","earthquake",10.5,5.8,0.239,5,"reviewed","us","us","01/19/22 21:38:53",1,19,2022,77933,1633133
2022-01-19 17:45:10,-16.9282,168.2998,217.56,4.4,"mb",NA,124,1.81,0.69,"us","us7000gfl2",2022-04-01 17:40:35,"89 km N of Port-Vila, Vanuatu","earthquake",11.7,4.8,0.169,10,"reviewed","us","us","01/19/22 17:45:10",1,19,2022,63910,1619110
2022-01-19 05:14:04,-10.7406,166.4796,194.4,4.4,"mb",NA,122,4.731,0.66,"us","us7000gfke",2022-04-01 17:40:35,"74 km E of Lata, Solomon Islands","earthquake",8.8,5.8,0.162,14,"reviewed","us","us","01/19/22 05:14:04",1,19,2022,18844,1574044
2022-01-18 14:40:25,-11.3692,167.0713,262.25,4.2,"mb",NA,104,4.055,0.65,"us","us7000gfai",2022-04-01 17:40:34,"156 km ESE of Lata, Solomon Islands","earthquake",8.7,11.5,0.176,9,"reviewed","us","us","01/18/22 14:40:25",1,18,2022,52825,1521625
2022-01-17 19:51:36,-16.0084,167.9298,175.67,4.2,"mb",NA,209,0.895,0.5,"us","us7000gf1s",2022-04-01 17:40:32,"55 km E of Lakatoro, Vanuatu","earthquake",6.7,6.8,0.147,13,"reviewed","us","us","01/17/22 19:51:36",1,17,2022,71496,1453896
2022-01-17 01:03:46,-14.3814,167.2592,176.84,4.2,"mb",NA,92,1.06,0.66,"us","us7000gf02",2022-04-01 17:40:31,"64 km SSW of Sola, Vanuatu","earthquake",15.5,8.1,0.098,29,"reviewed","us","us","01/17/22 01:03:46",1,17,2022,3826,1386226
2022-01-16 05:17:58,-13.3101,167.1432,197.4,5.3,"mww",NA,46,2.125,0.46,"us","us7000gcdg",2022-04-01 17:40:12,"76 km NW of Sola, Vanuatu","earthquake",9.9,6.1,0.086,13,"reviewed","us","us","01/16/22 05:17:58",1,16,2022,19078,1315078
2022-01-15 14:37:11,-10.5573,161.2133,35,4.3,"mb",NA,108,1.67,0.9,"us","us7000geww",2022-04-01 17:40:29,"78 km W of Kirakira, Solomon Islands","earthquake",8.6,2,0.154,12,"reviewed","us","us","01/15/22 14:37:11",1,15,2022,52631,1262231
2022-01-14 08:21:27,-22.2582,170.4785,10,4.5,"mb",NA,107,2.827,0.74,"us","us7000gdxt",2022-03-19 22:08:01,"279 km ESE of Tadine, New Caledonia","earthquake",9.4,2,0.181,9,"reviewed","us","us","01/14/22 08:21:27",1,14,2022,30087,1153287
2022-01-14 01:28:44,-18.6356,176.3698,10,4.3,"mb",NA,123,1.828,0.93,"us","us7000gdxm",2022-03-19 22:08:00,"144 km SW of Nadi, Fiji","earthquake",8.4,1.9,0.267,6,"reviewed","us","us","01/14/22 01:28:44",1,14,2022,5324,1128524
2022-01-13 02:42:16,-11.4213,166.644,10,4.4,"mb",NA,84,4.038,0.63,"us","us7000gdvk",2022-03-19 22:07:55,"120 km SE of Lata, Solomon Islands","earthquake",13.8,1.9,0.22,6,"reviewed","us","us","01/13/22 02:42:16",1,13,2022,9736,1046536
2022-01-10 14:32:42,-14.8128,168.0575,10,4.6,"mb",NA,119,1.038,0.9,"us","us7000gd6y",2022-03-19 22:07:36,"108 km ENE of Port-Olry, Vanuatu","earthquake",4.2,1.9,0.165,11,"reviewed","us","us","01/10/22 14:32:42",1,10,2022,52362,829962
2022-01-10 08:42:46,-12.63,166.8328,126.3,4.4,"mb",NA,145,2.823,0.45,"us","us7000gd6n",2022-03-19 22:07:35,"158 km NNW of Sola, Vanuatu","earthquake",12.7,8.7,0.139,15,"reviewed","us","us","01/10/22 08:42:46",1,10,2022,31366,808966
2022-01-07 22:57:33,-20.4869,169.8026,128.7,4.3,"mb",NA,189,3.047,0.55,"us","us7000ga27",2022-03-12 22:19:16,"117 km SSE of Isangel, Vanuatu","earthquake",9.1,9.1,0.169,10,"reviewed","us","us","01/07/22 22:57:33",1,7,2022,82653,601053
2022-01-06 17:56:35,-11.0696,166.4877,139.59,4.4,"mb",NA,72,4.406,0.58,"us","us7000gc1r",2022-03-12 22:19:23,"84 km ESE of Lata, Solomon Islands","earthquake",10.3,2.7,0.092,34,"reviewed","us","us","01/06/22 17:56:35",1,6,2022,64595,496595
2022-01-06 02:48:36,-20.3159,168.8933,10,4.7,"mb",NA,111,2.653,0.5,"us","us7000gc18",2022-03-12 22:19:22,"94 km SSW of Isangel, Vanuatu","earthquake",5.5,1.9,0.142,15,"reviewed","us","us","01/06/22 02:48:36",1,6,2022,10116,442116
2022-01-06 02:00:46,-20.3209,168.7935,10,4.6,"mb",NA,85,2.603,0.79,"us","us7000gc17",2022-03-12 22:19:22,"100 km SSW of Isangel, Vanuatu","earthquake",8,1.9,0.206,7,"reviewed","us","us","01/06/22 02:00:46",1,6,2022,7246,439246
2022-01-05 19:42:35,-11.5589,166.4968,127.95,4.8,"mww",NA,42,3.925,0.59,"us","us7000g9bj",2022-03-12 22:19:10,"119 km SE of Lata, Solomon Islands","earthquake",9.1,4.9,0.098,10,"reviewed","us","us","01/05/22 19:42:35",1,5,2022,70955,416555
2022-01-05 16:43:09,-18.9797,169.6122,267.22,5,"mww",NA,40,4.143,0.79,"us","us7000g9aj",2022-03-12 22:19:09,"Vanuatu","earthquake",6.6,4.1,0.098,10,"reviewed","us","us","01/05/22 16:43:09",1,5,2022,60189,405789
2022-01-05 11:46:20,-20.1713,168.814,10,5.2,"mww",NA,55,2.743,0.76,"us","us7000g97b",2022-03-12 22:19:09,"85 km SW of Isangel, Vanuatu","earthquake",3.9,1.8,0.098,10,"reviewed","us","us","01/05/22 11:46:20",1,5,2022,42380,387980
2022-01-05 01:08:02,-17.88,168.3867,57.97,5,"mww",NA,82,2.672,0.76,"us","us7000g93v",2022-03-12 22:19:08,"17 km SSE of Port-Vila, Vanuatu","earthquake",8.4,5.1,0.089,12,"reviewed","us","us","01/05/22 01:08:02",1,5,2022,4082,349682
2022-01-05 00:47:46,-20.2727,168.8428,34.07,4.1,"mb",NA,139,2.667,0.87,"us","us7000gbzc",2022-03-12 22:19:21,"93 km SSW of Isangel, Vanuatu","earthquake",6.5,6.5,0.145,13,"reviewed","us","us","01/05/22 00:47:46",1,5,2022,2866,348466
2022-01-04 18:31:55,-20.4804,169.7151,117.71,5.8,"mww",NA,38,2.993,0.84,"us","us7000g8zf",2022-03-12 22:19:07,"113 km SSE of Isangel, Vanuatu","earthquake",4.5,3.6,0.049,40,"reviewed","us","us","01/04/22 18:31:55",1,4,2022,66715,325915
2022-01-04 14:15:06,-16.0891,168.1964,185.3,4.3,"mb",NA,145,1.149,0.62,"us","us7000g8xm",2022-03-12 22:19:07,"83 km E of Lakatoro, Vanuatu","earthquake",9.8,5.4,0.137,17,"reviewed","us","us","01/04/22 14:15:06",1,4,2022,51306,310506
2022-01-03 14:35:51,-15.014,166.8512,12.74,4.6,"mb",NA,93,0.548,0.43,"us","us7000gbl9",2022-03-12 22:19:19,"24 km W of Port-Olry, Vanuatu","earthquake",4.6,5.2,0.128,23,"reviewed","us","us","01/03/22 14:35:51",1,3,2022,52551,225351
2022-01-03 07:57:59,-19.9693,168.3208,10,4.3,"mb",NA,158,2.729,0.43,"us","us7000gbkz",2022-03-12 22:19:19,"111 km WSW of Isangel, Vanuatu","earthquake",12.1,1.8,0.238,6,"reviewed","us","us","01/03/22 07:57:59",1,3,2022,28679,201479
2022-01-03 07:49:00,-11.7633,167.3132,264.09,4.1,"mb",NA,120,3.663,0.69,"us","us7000gbkw",2022-03-12 22:19:18,"201 km SE of Lata, Solomon Islands","earthquake",11.4,9,0.13,18,"reviewed","us","us","01/03/22 07:49:00",1,3,2022,28140,200940
2022-01-03 02:09:44,-13.1864,166.8148,104,6,"mww",NA,33,2.278,1.18,"us","us7000g8kq",2022-03-12 22:19:02,"110 km NW of Sola, Vanuatu","earthquake",8.9,1.8,0.053,34,"reviewed","us","us","01/03/22 02:09:44",1,3,2022,7784,180584
2022-01-03 00:05:01,-14.8679,167.3603,104.47,4.3,"mb",NA,208,0.595,0.88,"us","us7000g8k5",2022-03-12 22:19:02,"36 km ENE of Port-Olry, Vanuatu","earthquake",13.8,6.9,0.116,21,"reviewed","us","us","01/03/22 00:05:01",1,3,2022,301,173101
2022-01-02 02:08:14,-10.1689,161.0132,10,4.4,"mb",NA,81,1.276,1.04,"us","us7000gbdl",2022-03-12 22:19:17,"104 km WNW of Kirakira, Solomon Islands","earthquake",6.6,1.8,0.155,15,"reviewed","us","us","01/02/22 02:08:14",1,2,2022,7694,94094
